Facility ID,State,Hospitalization type,Payment comparison,Denominator,Payment,Value of care
450537,TX,hip/knee replacement,Greater,135,23334,Average Complications
500008,WA,heart failure,No Different,251,18377,Average Mortality
450241,TX,pneumonia,No Different,35,16056,Average Mortality
510012,WV,heart attack,No Different,28,23982,Average Mortality
490110,VA,hip/knee replacement,Greater,291,23353,Average Complications
460057,UT,pneumonia,Less,54,13992,Average Mortality
390220,PA,heart failure,No Different,134,18157,Average Mortality
420053,SC,pneumonia,No Different,144,17582,Average Mortality
390091,PA,hip/knee replacement,No Different,112,22242,Average Complications
500008,WA,pneumonia,No Different,231,18737,Average Mortality
501335,WA,hip/knee replacement,Less,109,18647,Average Complications
510007,WV,pneumonia,Less,646,16691,Average Mortality
430077,SD,hip/knee replacement,Greater,150,22571,Average Complications
450610,TX,pneumonia,Greater,768,20303,Average Mortality
391307,PA,hip/knee replacement,No Different,185,21030,Average Complications
451384,TX,heart failure,No Different,26,16232,Average Mortality
520097,WI,heart failure,No Different,114,16106,Average Mortality
460001,UT,heart failure,Greater,227,19888,Average Mortality
450108,TX,heart failure,No Different,49,17730,Average Mortality
420070,SC,pneumonia,Less,404,16815,Average Mortality
450346,TX,pneumonia,Greater,496,20854,Average Mortality
440153,TN,heart failure,No Different,59,16178,Average Mortality
390067,PA,heart attack,No Different,385,24377,Average Mortality
450324,TX,heart failure,Greater,729,19505,Better Mortality
480001,VI,pneumonia,Less,55,14614,Average Mortality
520004,WI,hip/knee replacement,No Different,380,20237,Average Complications
521308,WI,heart failure,No Different,40,17746,Average Mortality
510038,WV,heart attack,No Different,31,25977,Average Mortality
450083,TX,hip/knee replacement,No Different,462,20967,Average Complications
390113,PA,pneumonia,No Different,305,18129,Average Mortality
390145,PA,heart failure,No Different,296,18468,Average Mortality
450874,TX,hip/knee replacement,No Different,211,21101,Average Complications
420103,SC,heart failure,No Different,109,18498,Average Mortality
520059,WI,heart attack,No Different,32,25343,Average Mortality
501314,WA,pneumonia,No Different,66,19684,Average Mortality
500050,WA,hip/knee replacement,Less,592,16719,Better Complications
450885,TX,heart failure,No Different,63,18121,Average Mortality
500108,WA,pneumonia,Greater,326,19775,Average Mortality
461307,UT,hip/knee replacement,No Different,51,20422,Average Complications
450669,TX,pneumonia,Greater,272,20604,Average Mortality
450675,TX,heart attack,No Different,157,27178,Average Mortality
450231,TX,hip/knee replacement,Greater,143,27107,Average Complications
490114,VA,pneumonia,No Different,162,19252,Average Mortality
440046,TN,heart attack,No Different,109,28283,Average Mortality
450035,TX,heart failure,Greater,121,20047,Average Mortality
490043,VA,pneumonia,No Different,852,17882,Average Mortality
471300,VT,pneumonia,Greater,42,21980,Average Mortality
490022,VA,pneumonia,Less,1230,17692,Average Mortality
450822,TX,heart attack,No Different,42,26065,Average Mortality
520103,WI,heart attack,No Different,119,27900,Average Mortality
460042,UT,pneumonia,Greater,138,20372,Average Mortality
451377,TX,pneumonia,Less,89,12932,Average Mortality
450860,TX,hip/knee replacement,Less,172,17824,Average Complications
440018,TN,pneumonia,No Different,195,19094,Average Mortality
490063,VA,heart failure,No Different,1185,17785,Better Mortality
390160,PA,heart failure,No Different,67,18099,Average Mortality
440133,TN,pneumonia,No Different,340,18154,Average Mortality
450130,TX,heart attack,No Different,27,26463,Average Mortality
521357,WI,pneumonia,Less,54,15536,Average Mortality
450537,TX,heart failure,Greater,306,21144,Average Mortality
460009,UT,hip/knee replacement,Less,580,17511,Average Complications
420104,SC,pneumonia,No Different,130,16830,Average Mortality
450193,TX,hip/knee replacement,No Different,140,20295,Average Complications
670077,TX,heart failure,No Different,369,18694,Average Mortality
390016,PA,pneumonia,No Different,243,18961,Average Mortality
460013,UT,heart failure,No Different,46,17301,Average Mortality
410011,RI,pneumonia,Greater,324,19942,Average Mortality
431305,SD,pneumonia,No Different,36,17529,Average Mortality
390256,PA,pneumonia,No Different,372,17736,Better Mortality
390068,PA,heart failure,No Different,73,16518,Average Mortality
450299,TX,heart attack,No Different,55,27633,Average Mortality
390127,PA,heart attack,No Different,187,26915,Average Mortality
450340,TX,hip/knee replacement,Greater,205,22854,Average Complications
451347,TX,pneumonia,No Different,119,19067,Worse Mortality
390199,PA,heart attack,No Different,28,24220,Average Mortality
431321,SD,pneumonia,No Different,64,20176,Average Mortality
410012,RI,hip/knee replacement,No Different,820,21441,Average Complications
520066,WI,hip/knee replacement,No Different,210,20536,Average Complications
390236,PA,heart failure,No Different,32,17617,Average Mortality
490090,VA,hip/knee replacement,Greater,31,23835,Average Complications
450669,TX,heart failure,Greater,170,19504,Average Mortality
450148,TX,heart attack,No Different,28,22723,Average Mortality
490038,VA,hip/knee replacement,Less,89,18730,Average Complications
440104,TN,pneumonia,Greater,702,19617,Average Mortality
520116,WI,heart failure,No Different,117,16085,Average Mortality
670082,TX,pneumonia,No Different,385,18915,Average Mortality
390139,PA,pneumonia,No Different,545,19293,Average Mortality
431330,SD,pneumonia,No Different,71,19710,Average Mortality
390107,PA,hip/knee replacement,No Different,343,21106,Average Complications
391313,PA,pneumonia,No Different,156,17888,Average Mortality
440039,TN,pneumonia,No Different,517,17559,Average Mortality
420086,SC,pneumonia,No Different,284,18379,Average Mortality
410008,RI,pneumonia,Less,308,15787,Better Mortality
490023,VA,hip/knee replacement,No Different,346,20612,Average Complications
510058,WV,pneumonia,No Different,706,18057,Average Mortality
500152,WA,heart failure,No Different,222,17473,Average Mortality
440068,TN,pneumonia,No Different,303,17932,Worse Mortality
450431,TX,heart attack,Greater,404,27606,Average Mortality
420105,SC,hip/knee replacement,Less,349,19592,Average Complications
450028,TX,heart failure,No Different,222,18873,Better Mortality
461304,UT,pneumonia,Less,132,14243,Average Mortality
490107,VA,hip/knee replacement,Less,1008,18611,Average Complications
520009,WI,hip/knee replacement,Less,287,19827,Average Complications
440228,TN,heart attack,No Different,126,27035,Average Mortality
500072,WA,hip/knee replacement,Less,319,18974,Average Complications
440161,TN,heart failure,No Different,531,18433,Average Mortality
521341,WI,pneumonia,No Different,140,19310,Average Mortality
520113,WI,heart attack,No Different,65,24409,Average Mortality
490052,VA,heart attack,Less,395,22183,Average Mortality
390201,PA,pneumonia,Less,441,17210,Average Mortality
390201,PA,heart failure,No Different,483,18263,Average Mortality
390042,PA,heart failure,No Different,260,17569,Worse Mortality
440197,TN,heart attack,No Different,52,28184,Average Mortality
460017,UT,heart failure,No Different,25,16711,Average Mortality
490046,VA,pneumonia,No Different,779,17904,Average Mortality
500037,WA,pneumonia,No Different,39,16354,Average Mortality
520138,WI,hip/knee replacement,Less,645,19905,Average Complications
430014,SD,pneumonia,No Different,186,17663,Average Mortality
450869,TX,heart attack,No Different,173,26841,Average Mortality
450007,TX,heart failure,No Different,206,17103,Average Mortality
490004,VA,heart failure,Less,1307,16734,Better Mortality
490020,VA,heart attack,No Different,50,26725,Average Mortality
510050,WV,pneumonia,Greater,455,20371,Worse Mortality
501323,WA,hip/knee replacement,Less,167,17549,Average Complications
670044,TX,heart failure,No Different,162,18633,Average Mortality
490019,VA,pneumonia,No Different,349,17644,Average Mortality
390076,PA,hip/knee replacement,No Different,83,19485,Average Complications
670031,TX,hip/knee replacement,No Different,43,20948,Average Complications
451319,TX,heart failure,No Different,43,19630,Average Mortality
510001,WV,hip/knee replacement,Less,317,18899,Average Complications
510062,WV,hip/knee replacement,Greater,63,27983,Average Complications
450079,TX,heart attack,No Different,155,25233,Average Mortality
520002,WI,heart failure,No Different,133,16706,Average Mortality
521315,WI,heart failure,No Different,70,16828,Average Mortality
450419,TX,heart failure,No Different,50,16303,Average Mortality
460052,UT,heart attack,No Different,36,25775,Average Mortality
450176,TX,heart attack,No Different,114,26339,Average Mortality
450634,TX,heart failure,No Different,285,18872,Average Mortality
490053,VA,hip/knee replacement,No Different,121,22204,Average Complications
450713,TX,heart failure,Greater,602,19562,Average Mortality
490005,VA,hip/knee replacement,Less,1049,20222,Average Complications
451372,TX,pneumonia,Greater,52,21881,Average Mortality
450369,TX,pneumonia,Less,51,15059,Average Mortality
450080,TX,heart failure,No Different,179,18909,Average Mortality
390270,PA,heart failure,No Different,722,17507,Better Mortality
490145,VA,heart failure,No Different,61,17057,Average Mortality
431312,SD,pneumonia,No Different,26,19529,Average Mortality
520037,WI,heart attack,No Different,229,27130,Average Mortality
500058,WA,pneumonia,Less,688,16944,Average Mortality
500014,WA,pneumonia,Less,663,16576,Worse Mortality
521345,WI,hip/knee replacement,Less,62,19159,Average Complications
450876,TX,heart attack,No Different,197,25810,Average Mortality
510023,WV,hip/knee replacement,No Different,120,21308,Average Complications
450107,TX,heart attack,No Different,182,26204,Average Mortality
500129,WA,hip/knee replacement,Less,383,19416,Average Complications
450730,TX,heart attack,No Different,83,26848,Average Mortality
490042,VA,hip/knee replacement,Less,152,19331,Average Complications
450010,TX,pneumonia,Greater,1226,20380,Average Mortality
460017,UT,pneumonia,No Different,68,16775,Average Mortality
520044,WI,hip/knee replacement,No Different,57,22548,Average Complications
400109,PR,heart attack,Less,141,21137,Average Mortality
420015,SC,pneumonia,Greater,272,20870,Average Mortality
490077,VA,pneumonia,No Different,783,17926,Average Mortality
440187,TN,heart failure,Less,152,16062,Average Mortality
450855,TX,heart failure,No Different,166,17613,Average Mortality
420033,SC,pneumonia,No Different,180,18274,Average Mortality
471307,VT,pneumonia,Less,219,16787,Average Mortality
450135,TX,hip/knee replacement,Greater,61,24103,Average Complications
451349,TX,heart failure,No Different,26,19237,Average Mortality
390179,PA,heart failure,No Different,631,17774,Better Mortality
520193,WI,heart attack,No Different,106,23833,Average Mortality
490122,VA,pneumonia,Greater,394,19733,Average Mortality
450211,TX,hip/knee replacement,No Different,181,20405,Average Complications
390328,PA,hip/knee replacement,Less,155,19130,Average Complications
440002,TN,hip/knee replacement,Greater,719,22256,Average Complications
390081,PA,pneumonia,Greater,178,22622,Average Mortality
670088,TX,heart failure,Greater,204,19503,Average Mortality
440073,TN,heart attack,No Different,202,25941,Average Mortality
420023,SC,hip/knee replacement,Less,1883,19187,Better Complications
500025,WA,pneumonia,No Different,56,20116,Average Mortality
450658,TX,heart failure,No Different,25,15568,Average Mortality
470012,VT,heart failure,No Different,265,17227,Average Mortality
490020,VA,hip/knee replacement,Less,104,19436,Average Complications
390219,PA,heart failure,No Different,151,17072,Average Mortality
490005,VA,heart attack,No Different,703,24515,Average Mortality
510013,WV,heart attack,No Different,50,25129,Average Mortality
420007,SC,hip/knee replacement,Greater,554,23064,Average Complications
390100,PA,pneumonia,No Different,1042,17945,Better Mortality
531309,WY,heart failure,No Different,43,17458,Average Mortality
450465,TX,heart failure,Greater,122,19709,Average Mortality
520078,WI,heart attack,No Different,55,26134,Average Mortality
450653,TX,heart failure,No Different,111,18522,Average Mortality
490011,VA,hip/knee replacement,No Different,60,22666,Average Complications
420068,SC,pneumonia,No Different,379,18251,Average Mortality
490113,VA,pneumonia,No Different,391,19371,Average Mortality
451382,TX,heart failure,No Different,62,18230,Average Mortality
450213,TX,hip/knee replacement,No Different,32,20078,Average Complications
500051,WA,hip/knee replacement,Less,673,18490,Average Complications
501336,WA,hip/knee replacement,Less,50,18373,Average Complications
450102,TX,hip/knee replacement,No Different,897,21353,Average Complications
450779,TX,heart attack,No Different,107,23729,Average Mortality
430012,SD,heart attack,No Different,27,26603,Average Mortality
450833,TX,heart failure,No Different,43,17736,Average Mortality
